Thread[Thread-1,5,main]0, 55350
1, 47553
2, 45150
3, 36788
4, 35203
5, 28407
6, 29047
7, 25103
8, 28962
9, 28263
10, 35307
11, 37892
12, 48244
13, 54234
14, 2598
15, 11834
16, 28471
17, 40578
18, 60276
19, 10162
20, 32500
21, 49943
22, 9217
23, 29083
24, 56583
25, 13665
26, 44187
27, 4281
28, 36816
29, 64218
30, 33266
31, 63078
32, 34487
33, 767
34, 39675
35, 7613
36, 48119
37, 27892
38, 62449
39, 44234
40, 14710
41, 63536
42, 35784
43, 19932
44, 58894
45, 44822
46, 20089
47, 7965
48, 50653
49, 31384
50, 18820
51, 1133
52, 56089
53, 40120
54, 31287
55, 16949
56, 9540
57, 61853
58, 55795
59, 44437
60, 39931
61, 29567
62, 26165
63, 17222
64, 15171
65, 7590
66, 6958
67, 779
68, 1273
69, 61883
70, 63770
71, 60096
72, 62987
73, 60250
74, 64432
75, 62904
76, 2720
77, 12422
78, 9914
79, 19857
80, 18632
81, 29572
82, 29337
83, 41342
84, 42055
85, 55449
86, 57848
87, 6940
88, 10365
89, 26299
90, 30799
91, 47914
92, 53443
93, 5859
94, 12549
95, 31158
96, 37882
97, 56667
98, 64667
99, 19778
100, 28778
101, 50223
102, 60080
103, 15944
104, 26026
105, 48258
106, 59359
107, 16854
108, 28290
109, 52358
110, 64812
111, 24151
112, 37248
113, 62869
114, 11459
115, 37546
116, 52249
117, 13424
118, 28768
119, 56104
120, 6607
121, 35105
122, 51872
123, 15552
124, 33038
125, 62880
126, 15788
127, 45923
128, 64578
129, 29960
130, 49260
131, 15911
132, 35875
133, 1601
134, 21174
135, 53188
136, 8443
137, 40719
138, 61134
139, 28287
140, 49784
141, 17843
142, 39755
143, 7937
144, 30023
145, 64470
146, 21870
147, 56627
148, 13954
149, 48770
150, 6072
151, 40448
152, 63199
153, 32542
154, 55923
155, 25928
156, 49664
157, 20059
158, 44146
159, 14935
160, 39936
161, 11405
162, 36991
163, 65357
164, 34273
165, 63016
166, 33046
167, 61550
168, 30860
169, 59778
170, 29678
171, 3019
172, 30280
173, 4144
174, 31864
175, 5989
176, 34511
177, 9802
178, 39108
179, 14617
180, 43823
181, 19826
182, 49628
183, 25476
184, 54824
185, 30559
186, 59938
187, 35915
188, 545
189, 42988
190, 8054
191, 50686
193, 50005
194, 24943
195, 60406
196, 35641
197, 4499
198, 45282
199, 14389
