Thread[Thread-1,5,main]0, 14397
1, 4532
2, 59413
3, 48052
4, 37379
5, 27816
6, 19358
7, 12368
8, 6884
9, 3182
10, 1174
11, 746
12, 1874
13, 4783
14, 9198
15, 15286
16, 22703
17, 31446
18, 41973
19, 54564
20, 2288
21, 16924
22, 32624
23, 49557
24, 2118
25, 21780
26, 42835
27, 65327
28, 22492
29, 46290
30, 5428
31, 31203
32, 57869
33, 20003
34, 48835
35, 13071
36, 43552
37, 10059
38, 43178
39, 11810
40, 46425
41, 16510
42, 52798
43, 23810
44, 61422
45, 34310
46, 7713
47, 47517
48, 22426
49, 63632
50, 40051
51, 17150
52, 60762
53, 39784
54, 19327
55, 65220
56, 46144
57, 27767
58, 9984
59, 58427
60, 41752
61, 25569
62, 10015
63, 60496
64, 46241
65, 32363
66, 19120
67, 6599
68, 59871
69, 48268
70, 37278
71, 26646
72, 16425
73, 7053
74, 63932
75, 55617
76, 47886
77, 44357
78, 34976
79, 31268
80, 22256
81, 19034
82, 11011
83, 8783
84, 1514
85, 155
86, 59492
87, 59293
88, 54296
89, 55088
90, 51065
91, 53195
92, 50063
93, 52870
94, 50653
95, 54048
96, 52091
97, 55549
98, 54553
99, 59663
100, 59423
101, 64874
102, 64748
103, 4103
104, 4206
105, 10239
106, 11112
107, 17492
108, 18501
109, 25430
110, 27308
111, 35010
112, 37705
113, 46097
114, 49220
115, 58100
116, 61802
117, 5626
118, 9728
119, 19303
120, 24128
121, 34945
122, 40467
123, 51513
124, 57318
125, 3396
126, 9855
127, 21601
128, 28159
129, 40669
130, 47900
131, 61559
132, 4080
133, 17650
134, 25762
135, 39916
136, 49412
137, 63822
138, 7387
139, 22396
140, 32315
141, 48056
142, 58577
143, 9132
144, 19607
145, 35512
146, 46348
147, 62619
148, 8116
149, 24756
150, 36137
151, 53170
152, 64901
153, 16686
154, 28685
155, 46471
156, 58562
157, 10775
158, 23077
159, 40883
160, 53777
161, 6408
162, 19310
163, 37820
164, 51107
165, 4762
166, 19023
167, 38145
168, 51950
169, 5831
170, 20135
171, 37904
172, 55393
173, 7430
174, 24981
175, 42715
176, 61015
177, 14200
178, 33158
179, 52478
180, 6444
181, 26182
182, 46041
183, 260
184, 19708
185, 39456
186, 59375
187, 13822
188, 33749
189, 54112
190, 8948
191, 29462
192, 50090
193, 5331
194, 26071
195, 48153
196, 3615
197, 24374
198, 45418
199, 1073
