Thread[Thread-1,5,main]0, 28917
1, 22000
2, 12135
3, 3608
4, 59569
5, 52178
6, 44622
7, 39728
8, 35002
9, 33059
10, 31347
11, 32406
12, 33515
13, 37571
14, 41838
15, 48836
16, 55941
17, 127
18, 9849
19, 22848
20, 35367
21, 50309
22, 65042
23, 16926
24, 34106
25, 53722
26, 7958
27, 30131
28, 51441
29, 9613
30, 32884
31, 58342
32, 17755
33, 44930
34, 6317
35, 35326
36, 63767
37, 29586
38, 60644
39, 28706
40, 61546
41, 31139
42, 65452
43, 35644
44, 5369
45, 42866
46, 14194
47, 53094
48, 26001
49, 810
50, 40718
51, 16985
52, 58349
53, 36465
54, 13932
55, 58814
56, 37159
57, 17392
58, 62407
59, 43959
60, 24602
61, 7046
62, 54287
63, 37849
64, 20721
65, 5390
66, 54710
67, 40351
68, 25265
69, 11972
70, 63408
71, 51153
72, 37950
73, 26278
74, 13827
75, 3103
76, 57370
77, 50189
78, 38278
79, 30969
80, 19867
81, 13331
82, 3142
83, 62965
84, 53588
85, 48990
86, 40814
87, 37353
88, 30004
89, 27188
90, 20515
91, 18677
92, 12845
93, 11557
94, 6585
95, 5861
96, 858
97, 239
98, 61798
99, 62618
100, 59435
101, 60989
102, 58258
103, 59336
104, 56787
105, 58659
106, 56746
107, 59051
108, 57310
109, 60129
110, 58986
111, 62217
112, 61544
113, 157
114, 205
115, 4624
116, 5308
117, 10400
118, 11447
119, 16779
120, 18339
121, 24793
122, 27001
123, 33649
124, 36355
125, 43492
126, 46644
127, 54126
128, 57577
129, 9
130, 4043
131, 13403
132, 18165
133, 27071
134, 31767
135, 41391
136, 47543
137, 57354
138, 63253
139, 8081
140, 14823
141, 26133
142, 33391
143, 44979
144, 52408
145, 64213
146, 6579
147, 18437
148, 26374
149, 38839
150, 47240
151, 60079
152, 3300
153, 16569
154, 25732
155, 39247
156, 48382
157, 61938
158, 5906
159, 19568
160, 29511
161, 43643
162, 53854
163, 2765
164, 13118
165, 28105
166, 39342
167, 54304
168, 65147
169, 15084
170, 26733
171, 41576
172, 55032
173, 4435
174, 18112
175, 32966
176, 47054
177, 62882
178, 12018
179, 28135
180, 42985
181, 59430
182, 9250
183, 25749
184, 40527
185, 56931
186, 6621
187, 23419
188, 39012
189, 56248
190, 6963
191, 24521
193, 60115
194, 10002
195, 30759
196, 46630
197, 859
198, 16662
199, 36582
